team,week,qtr,DriveNumber,GameClock,PlayId,Drpbk,Player,Hurried,PFFHit,PFFPressure
WAS,W4,2,5,14:33,18,1,EDGE C,,,Yes
WAS,W4,2,5,13:59,19,0,EDGE C,,,
WAS,W4,2,5,13:19,20,1,EDGE C,,,
WAS,W4,2,5,13:00,21,1,EDGE C,,,
WAS,W4,2,5,12:20,22,1,EDGE C,,,
WAS,W4,2,5,11:36,23,1,EDGE C,,,
WAS,W4,2,5,11:32,24,1,EDGE C,TRUE,,Yes
WAS,W4,2,5,10:50,25,1,EDGE C,,,
WAS,W4,2,7,09:39,26,0,EDGE C,,,
WAS,W4,2,7,09:01,27,1,EDGE C,,,Yes
WAS,W4,2,7,08:38,28,0,EDGE C,,,
WAS,W4,2,7,08:02,29,0,EDGE C,,,
WAS,W4,2,7,07:23,30,1,EDGE C,,,
WAS,W4,2,9,05:15,31,0,EDGE C,,,
WAS,W4,2,9,04:52,32,1,EDGE C,,,
WAS,W4,2,9,04:28,33,0,EDGE C,,,
WAS,W4,2,9,04:10,34,0,EDGE C,,,
WAS,W4,2,9,03:47,35,0,EDGE C,,,
WAS,W4,2,9,03:06,36,0,EDGE C,,,
WAS,W4,2,11,02:03,37,0,EDGE C,,,
WAS,W4,2,11,01:59,38,0,EDGE C,,,
WAS,W4,2,11,01:26,39,1,EDGE C,,,Yes
WAS,W4,2,13,00:20,40,0,EDGE C,,,
WAS,W4,3,15,12:15,41,0,EDGE C,,,
WAS,W4,3,15,11:38,42,1,EDGE C,,,
WAS,W4,3,15,11:32,43,1,EDGE C,,,
WAS,W4,3,17,04:51,44,0,EDGE C,,,
WAS,W4,3,17,04:36,45,1,EDGE C,,,
WAS,W4,3,17,03:53,46,0,EDGE C,,,
WAS,W4,3,17,03:30,47,1,EDGE C,,,
WAS,W4,3,17,02:55,48,0,EDGE C,,,
WAS,W4,3,17,02:16,49,1,EDGE C,,,
WAS,W4,3,17,02:11,50,1,EDGE C,,,Yes
WAS,W4,4,19,10:37,51,0,EDGE C,,,
WAS,W4,4,19,09:59,52,1,EDGE C,TRUE,,Yes
WAS,W4,4,19,09:21,53,0,EDGE C,,,
WAS,W4,4,21,03:59,54,1,EDGE C,,,
WAS,W4,4,21,03:54,55,1,EDGE C,,,
WAS,W4,4,21,03:45,56,1,EDGE C,,,
WAS,W4,4,21,03:34,57,0,EDGE C,,,
WAS,W4,4,23,02:33,58,0,EDGE C,,,
WAS,W4,4,23,02:27,59,0,EDGE C,,,
WAS,W4,4,23,02:00,60,1,EDGE C,,,
WAS,W4,4,23,01:51,61,0,EDGE C,,,
WAS,W4,4,23,01:09,62,0,EDGE C,,,
WAS,W4,4,23,00:34,63,0,EDGE C,,,
WAS,W5,1,1,15:00,1,0,EDGE C,,,
WAS,W5,1,1,14:22,2,0,EDGE C,,,
WAS,W5,1,1,13:40,3,0,EDGE C,,,
WAS,W5,1,1,13:02,4,1,EDGE C,,,
WAS,W5,1,1,12:34,5,0,EDGE C,,,
WAS,W5,1,1,11:50,6,1,EDGE C,,,
WAS,W5,1,1,11:13,7,0,EDGE C,,,
WAS,W5,1,1,10:33,8,1,EDGE C,,,
WAS,W5,1,3,06:30,9,0,EDGE C,,,
WAS,W5,1,3,05:50,10,0,EDGE C,,,
WAS,W5,1,3,05:28,11,1,EDGE C,,,
WAS,W5,1,3,04:46,12,1,EDGE C,,,
WAS,W5,1,3,04:07,13,0,EDGE C,,,
WAS,W5,1,3,03:26,14,1,EDGE C,,,
WAS,W5,1,3,02:45,15,1,EDGE C,,,
WAS,W5,2,5,14:53,16,1,EDGE C,,,Yes
WAS,W5,2,5,14:13,17,0,EDGE C,,,
WAS,W5,2,5,13:34,18,1,EDGE C,,,Yes
WAS,W5,2,5,12:49,19,1,EDGE C,,,
WAS,W5,2,7,04:09,20,1,EDGE C,,,
WAS,W5,2,9,02:32,21,0,EDGE C,,,
WAS,W5,2,9,02:00,22,1,EDGE C,,,Yes
WAS,W5,2,9,01:53,23,1,EDGE C,,,
WAS,W5,2,11,00:07,24,1,EDGE C,,,Yes
WAS,W5,3,13,12:49,25,0,EDGE C,,,
WAS,W5,3,13,12:27,26,1,EDGE C,TRUE,,
WAS,W5,3,13,11:43,27,1,EDGE C,,,
WAS,W5,3,13,11:12,28,0,EDGE C,,,
WAS,W5,3,13,10:33,29,0,EDGE C,,,
WAS,W5,3,13,09:51,30,0,EDGE C,,,
WAS,W5,3,13,09:10,31,0,EDGE C,,,
WAS,W5,3,13,08:32,32,0,EDGE C,,,
WAS,W5,3,15,07:15,33,1,EDGE C,,,
WAS,W5,3,15,06:45,34,0,EDGE C,,,
WAS,W5,3,15,06:05,35,0,EDGE C,,,
WAS,W5,3,15,05:24,36,1,EDGE C,,,
WAS,W5,4,17,14:56,37,0,EDGE C,,,
WAS,W5,4,17,14:20,38,1,EDGE C,,,
WAS,W5,4,17,14:13,39,1,EDGE C,,,
WAS,W5,4,17,13:37,40,0,EDGE C,,,
WAS,W5,4,17,12:54,41,1,EDGE C,,,
WAS,W5,4,17,12:11,42,0,EDGE C,,,
WAS,W5,4,17,11:26,43,0,EDGE C,,,
WAS,W5,4,17,10:43,44,1,EDGE C,,,
WAS,W5,4,17,10:04,45,1,EDGE C,TRUE,,Yes
WAS,W5,4,17,09:19,46,1,EDGE C,,,
WAS,W5,4,19,06:33,47,1,EDGE C,,,
WAS,W5,4,19,05:53,48,1,EDGE C,,,
WAS,W5,4,19,05:50,49,1,EDGE C,,,Yes
WAS,W5,4,21,01:56,50,1,EDGE C,,,
WAS,W5,4,21,01:51,51,1,EDGE C,,,
WAS,W5,4,21,01:47,52,1,EDGE C,,,
WAS,W5,4,21,01:27,53,1,EDGE C,,,
WAS,W5,4,21,01:22,54,0,EDGE C,,,
WAS,W5,4,21,00:59,55,1,EDGE C,,,
WAS,W5,4,21,00:55,56,1,EDGE C,,,
WAS,W5,4,21,00:51,57,1,EDGE C,,,Yes
WAS,W6,1,2,06:54,1,1,EDGE C,,,
WAS,W6,1,2,06:50,2,1,EDGE C,,,
WAS,W6,1,2,06:46,3,0,EDGE C,,,
WAS,W6,1,4,03:34,4,0,EDGE C,,,
WAS,W6,1,4,03:01,5,0,EDGE C,,,
WAS,W6,1,4,02:20,6,1,EDGE C,TRUE,,Yes
WAS,W6,2,6,12:18,7,1,EDGE C,,,
WAS,W6,2,6,11:44,8,0,EDGE C,,,
WAS,W6,2,6,11:03,9,1,EDGE C,,,
WAS,W6,2,6,10:50,10,1,EDGE C,,,
WAS,W6,2,6,10:20,11,1,EDGE C,,,
WAS,W6,2,6,09:53,12,1,EDGE C,,,
WAS,W6,2,6,09:20,13,0,EDGE C,,,
WAS,W6,2,6,08:45,14,1,EDGE C,,,
WAS,W6,2,8,06:58,15,1,EDGE C,,,
WAS,W6,2,8,06:55,16,1,EDGE C,,,
WAS,W6,2,8,06:21,17,0,EDGE C,,,
WAS,W6,2,8,05:42,18,1,EDGE C,,,
WAS,W6,2,8,05:38,19,1,EDGE C,,,
WAS,W6,2,8,04:52,20,1,EDGE C,,,
WAS,W6,2,8,04:29,21,0,EDGE C,,,
WAS,W6,2,8,03:48,22,1,EDGE C,,,Yes
WAS,W6,2,10,00:10,23,0,EDGE C,,,
WAS,W6,3,11,15:00,24,0,EDGE C,,,
WAS,W6,3,11,14:34,25,0,EDGE C,,,
WAS,W6,3,11,13:53,26,1,EDGE C,,,
WAS,W6,3,11,13:11,27,0,EDGE C,,,
WAS,W6,3,11,12:30,28,1,EDGE C,,,
WAS,W6,3,11,11:23,29,0,EDGE C,,,
WAS,W6,3,11,10:50,30,1,EDGE C,,,
WAS,W6,3,11,10:17,31,0,EDGE C,,,
WAS,W6,3,11,09:38,32,1,EDGE C,,,
WAS,W6,3,11,08:59,33,0,EDGE C,,,
WAS,W6,3,13,03:55,34,1,EDGE C,TRUE,,
WAS,W6,3,13,03:21,35,1,EDGE C,,,
WAS,W6,3,13,02:43,36,1,EDGE C,,,
WAS,W6,4,15,13:03,37,1,EDGE C,,,
WAS,W6,4,15,12:24,38,0,EDGE C,,,
WAS,W6,4,15,12:07,39,0,EDGE C,,,
WAS,W6,4,15,11:25,40,1,EDGE C,,,
WAS,W6,4,15,10:42,41,1,EDGE C,,,
WAS,W6,4,15,10:05,42,0,EDGE C,,,
WAS,W6,4,15,09:26,43,1,EDGE C,,,
WAS,W6,4,15,09:19,44,1,EDGE C,,,
WAS,W6,4,15,08:27,45,1,EDGE C,TRUE,,Yes
WAS,W6,4,15,07:43,46,1,EDGE C,,,
WAS,W6,4,15,07:02,47,1,EDGE C,,,
WAS,W6,4,15,06:22,48,1,EDGE C,,,
WAS,W6,4,15,05:47,49,1,EDGE C,,,
WAS,W6,4,15,05:10,50,0,EDGE C,,,
WAS,W6,4,15,04:28,51,1,EDGE C,,,
WAS,W6,4,15,03:43,52,1,EDGE C,,,
WAS,W6,4,15,03:36,53,0,EDGE C,,,
WAS,W6,4,17,02:23,54,1,EDGE C,,,
WAS,W6,4,17,01:59,55,1,EDGE C,,,
WAS,W6,4,17,01:52,56,1,EDGE C,TRUE,,Yes
WAS,W7,1,1,15:00,1,1,EDGE C,,,
WAS,W7,1,1,14:22,2,0,EDGE C,,,
WAS,W7,1,1,13:43,3,1,EDGE C,,,
WAS,W7,1,3,10:07,4,0,EDGE C,,,
WAS,W7,1,3,09:39,5,0,EDGE C,,,
WAS,W7,1,3,09:05,6,0,EDGE C,,,
WAS,W7,1,3,08:28,7,1,EDGE C,,,
WAS,W7,1,3,07:48,8,1,EDGE C,,,
WAS,W7,1,3,07:04,9,1,EDGE C,,,
WAS,W7,1,3,06:34,10,0,EDGE C,,,
WAS,W7,1,3,06:06,11,0,EDGE C,,,
WAS,W7,1,3,05:26,12,1,EDGE C,,,Yes
WAS,W7,1,3,04:46,13,0,EDGE C,,,
WAS,W7,1,3,04:02,14,1,EDGE C,,,
WAS,W7,1,3,03:49,15,0,EDGE C,,,
WAS,W7,1,5,00:41,16,0,EDGE C,,,
WAS,W7,2,5,15:00,17,0,EDGE C,,,
WAS,W7,2,5,14:21,18,1,EDGE C,,,
WAS,W7,2,5,13:52,19,0,EDGE C,,,
WAS,W7,2,5,13:27,20,0,EDGE C,,,
WAS,W7,2,5,12:36,21,1,EDGE C,,,
WAS,W7,2,5,11:59,22,1,EDGE C,,,Yes
WAS,W7,2,5,11:18,23,1,EDGE C,,,
WAS,W7,2,7,10:19,24,0,EDGE C,,,
WAS,W7,2,7,09:55,25,0,EDGE C,,,
WAS,W7,2,7,09:11,26,0,EDGE C,,,
WAS,W7,2,7,08:29,27,1,EDGE C,,,
WAS,W7,2,7,07:40,28,1,EDGE C,,,
WAS,W7,2,7,07:35,29,0,EDGE C,,,
WAS,W7,2,9,01:43,30,1,EDGE C,,,
WAS,W7,2,9,01:36,31,1,EDGE C,,,
WAS,W7,2,9,01:04,32,1,EDGE C,,,
WAS,W7,2,9,00:53,33,1,EDGE C,,,
WAS,W7,2,9,00:26,34,1,EDGE C,,,
WAS,W7,2,9,00:19,35,1,EDGE C,,,
WAS,W7,2,9,00:15,36,1,EDGE C,TRUE,,Yes
WAS,W7,2,9,00:09,37,1,EDGE C,,,
WAS,W7,2,9,00:02,38,1,EDGE C,TRUE,,
WAS,W7,3,11,12:20,39,0,EDGE C,,,
WAS,W7,3,11,11:41,40,0,EDGE C,,,
WAS,W7,3,11,11:13,41,0,EDGE C,,,
WAS,W7,3,11,10:33,42,1,EDGE C,,,Yes
WAS,W7,3,11,09:50,43,1,EDGE C,,,
WAS,W7,3,11,09:13,44,0,EDGE C,,,
WAS,W7,3,11,08:34,45,0,EDGE C,,,
WAS,W7,3,11,07:59,46,1,EDGE C,,,
WAS,W7,3,11,07:24,47,1,EDGE C,TRUE,,
WAS,W7,3,11,07:18,48,1,EDGE C,,,
WAS,W7,3,11,06:27,49,1,EDGE C,,,Yes
WAS,W7,3,11,05:39,50,1,EDGE C,,,
WAS,W7,3,11,04:58,51,0,EDGE C,,,
WAS,W7,3,11,04:14,52,1,EDGE C,,,
WAS,W7,3,11,04:09,53,1,EDGE C,,,
WAS,W7,4,13,12:14,54,0,EDGE C,,,
WAS,W7,4,13,11:33,55,0,EDGE C,,,
WAS,W7,4,13,11:13,56,0,EDGE C,,,
WAS,W7,4,13,10:29,57,0,EDGE C,,,
WAS,W7,4,13,09:47,58,1,EDGE C,,,
WAS,W7,4,13,09:08,59,0,EDGE C,,,
WAS,W7,4,13,08:25,60,0,EDGE C,,,
WAS,W7,4,13,07:40,61,0,EDGE C,,,
WAS,W7,4,13,06:57,62,0,EDGE C,,,
WAS,W7,4,13,06:32,63,0,EDGE C,,,
WAS,W7,4,13,05:53,64,1,EDGE C,,,
WAS,W7,4,16,04:32,65,0,EDGE C,,,
WAS,W7,4,16,03:50,66,0,EDGE C,,,
WAS,W7,4,16,03:44,67,0,EDGE C,,,
LAC,W1,1,1,15:00,1,0,EDGE D,,,
LAC,W1,1,1,14:28,2,1,EDGE D,,,
LAC,W1,1,1,14:01,3,1,EDGE D,,,Yes
LAC,W1,1,1,13:24,4,0,EDGE D,,,
LAC,W1,1,1,12:44,5,0,EDGE D,,,
LAC,W1,1,1,10:45,6,0,EDGE D,,,
LAC,W1,1,1,10:04,7,1,EDGE D,,,
LAC,W1,1,1,08:53,8,0,EDGE D,,,
LAC,W1,1,2,07:54,9,1,EDGE D,TRUE,,Yes
LAC,W1,1,4,03:21,10,1,EDGE D,TRUE,,
LAC,W1,1,4,02:39,11,1,EDGE D,,,Yes
LAC,W1,1,4,02:30,12,1,EDGE D,,,
LAC,W1,1,5,01:10,13,0,EDGE D,,,
LAC,W1,2,7,10:55,14,1,EDGE D,TRUE,Yes,Yes
LAC,W1,2,9,05:24,15,0,EDGE D,,,
LAC,W1,2,9,04:48,16,1,EDGE D,,,
LAC,W1,2,9,04:44,17,1,EDGE D,,,
LAC,W1,2,9,04:31,18,1,EDGE D,,,
LAC,W1,2,9,03:46,19,0,EDGE D,,,
LAC,W1,2,9,03:12,20,0,EDGE D,,,
LAC,W1,2,9,02:32,21,1,EDGE D,,,
LAC,W1,2,9,02:00,22,1,EDGE D,TRUE,,
LAC,W1,2,9,01:20,23,1,EDGE D,,,
LAC,W1,2,9,01:16,24,1,EDGE D,,,
LAC,W1,2,11,00:42,25,1,EDGE D,,,
LAC,W1,2,11,00:37,26,1,EDGE D,TRUE,,
LAC,W1,3,13,10:01,27,1,EDGE D,,,
LAC,W1,3,13,09:27,28,0,EDGE D,,,
LAC,W1,3,13,08:49,29,0,EDGE D,,,
LAC,W1,3,13,08:03,30,1,EDGE D,,,
LAC,W1,3,13,06:09,31,1,EDGE D,TRUE,,
LAC,W1,3,15,02:48,32,0,EDGE D,,,
LAC,W1,3,15,02:16,33,1,EDGE D,,,Yes
LAC,W1,3,15,01:49,34,1,EDGE D,,,
LAC,W1,3,15,01:45,35,1,EDGE D,,,
LAC,W1,3,15,01:15,36,0,EDGE D,,,
LAC,W1,3,15,00:46,37,0,EDGE D,,,
LAC,W1,3,15,00:11,38,1,EDGE D,,,
LAC,W1,3,15,00:07,39,1,EDGE D,TRUE,,
LAC,W1,3,15,00:02,40,1,EDGE D,,,Yes
LAC,W2,1,2,09:19,1,0,EDGE D,,,
LAC,W2,1,2,08:39,2,1,EDGE D,,,
LAC,W2,1,2,07:56,3,1,EDGE D,TRUE,,Yes
LAC,W2,1,4,05:31,4,0,EDGE D,,,
LAC,W2,1,4,04:55,5,0,EDGE D,,,
LAC,W2,1,4,04:17,6,0,EDGE D,,,
LAC,W2,1,4,01:58,7,0,EDGE D,,,
LAC,W2,2,6,09:10,8,1,EDGE D,TRUE,Yes,Yes
LAC,W2,2,6,09:06,9,0,EDGE D,,,
LAC,W2,2,6,08:28,10,1,EDGE D,,,
LAC,W2,2,10,01:52,11,1,EDGE D,,,
LAC,W2,2,10,01:32,12,1,EDGE D,,,
LAC,W2,2,10,01:19,13,1,EDGE D,,,
LAC,W2,2,10,00:57,14,1,EDGE D,,,
LAC,W2,2,10,00:50,15,0,EDGE D,,,
LAC,W2,2,10,00:45,16,1,EDGE D,,,
LAC,W2,2,10,00:38,17,1,EDGE D,,,
LAC,W2,2,10,00:30,18,1,EDGE D,,,
LAC,W2,2,10,00:13,19,0,EDGE D,,,
LAC,W2,2,10,00:12,20,1,EDGE D,,,
LAC,W2,3,12,15:00,21,1,EDGE D,,,
LAC,W2,3,12,14:55,22,0,EDGE D,,,
LAC,W2,3,12,14:05,23,0,EDGE D,,,
LAC,W2,3,14,07:24,24,1,EDGE D,,,
LAC,W2,3,14,06:47,25,0,EDGE D,,,
LAC,W2,3,16,05:19,26,1,EDGE D,TRUE,,
LAC,W2,3,16,04:41,27,1,EDGE D,,,
LAC,W2,3,16,04:38,28,1,EDGE D,,,
LAC,W2,4,18,12:23,29,1,EDGE D,,,
LAC,W2,4,18,11:55,30,1,EDGE D,TRUE,Yes,Yes
LAC,W2,4,18,11:51,31,1,EDGE D,,,Yes
LAC,W2,4,20,08:18,32,1,EDGE D,,,
LAC,W2,4,20,08:12,33,1,EDGE D,,,
LAC,W2,4,20,07:32,34,1,EDGE D,,,Yes
LAC,W2,4,20,07:21,35,1,EDGE D,,,
LAC,W2,4,20,06:53,36,1,EDGE D,TRUE,,Yes
LAC,W2,4,20,06:10,37,1,EDGE D,,,
LAC,W2,4,22,03:18,38,1,EDGE D,,,
LAC,W2,4,22,03:07,39,1,EDGE D,,,
LAC,W3,1,1,15:00,1,1,EDGE D,,,
LAC,W3,1,1,14:36,2,0,EDGE D,,,
LAC,W3,1,1,13:46,3,0,EDGE D,,,
LAC,W3,1,1,13:19,4,1,EDGE D,,,
LAC,W3,1,1,13:16,5,1,EDGE D,,,
LAC,W3,1,3,10:01,6,1,EDGE D,TRUE,Yes,Yes
LAC,W3,1,3,09:42,7,0,EDGE D,,,
LAC,W3,1,3,09:02,8,0,EDGE D,,,
LAC,W3,1,3,08:22,9,1,EDGE D,,,Yes
LAC,W3,1,3,06:16,10,0,EDGE D,,,
LAC,W3,1,5,01:48,11,0,EDGE D,,,
LAC,W3,1,5,01:12,12,0,EDGE D,,,
LAC,W3,1,5,00:33,13,1,EDGE D,,,
LAC,W3,2,5,14:40,14,0,EDGE D,,,
LAC,W3,2,5,14:08,15,1,EDGE D,,,
LAC,W3,2,7,05:28,16,1,EDGE D,,,
LAC,W3,2,7,04:49,17,0,EDGE D,,,
LAC,W3,2,7,04:12,18,0,EDGE D,,,
LAC,W3,2,7,02:58,19,0,EDGE D,,,
LAC,W3,2,7,02:21,20,1,EDGE D,TRUE,,
LAC,W3,2,7,01:55,21,1,EDGE D,,,
LAC,W3,2,7,01:46,22,1,EDGE D,,,
LAC,W3,2,7,01:40,23,1,EDGE D,,,
LAC,W3,2,9,00:25,24,1,EDGE D,,,Yes
LAC,W3,2,9,00:16,25,1,EDGE D,,,
LAC,W3,2,9,00:11,26,1,EDGE D,,,
LAC,W3,2,9,00:08,27,0,EDGE D,,,
LAC,W3,3,11,09:27,28,0,EDGE D,,,
LAC,W3,3,11,08:52,29,0,EDGE D,,,
LAC,W3,3,11,07:53,30,0,EDGE D,,,
LAC,W3,3,13,02:57,31,1,EDGE D,,,
LAC,W3,3,13,02:51,32,0,EDGE D,,,
LAC,W3,3,13,02:09,33,1,EDGE D,,,
LAC,W3,3,13,01:45,34,1,EDGE D,,,
LAC,W3,3,13,01:01,35,0,EDGE D,,,
LAC,W3,3,13,00:17,36,1,EDGE D,TRUE,,Yes
LAC,W3,4,15,09:28,37,1,EDGE D,,,
LAC,W3,4,15,08:40,38,0,EDGE D,,,
LAC,W3,4,15,08:02,39,1,EDGE D,,,
LAC,W3,4,15,07:27,40,1,EDGE D,TRUE,,Yes
LAC,W3,4,17,03:00,41,0,EDGE D,,,
LAC,W3,4,17,02:56,42,0,EDGE D,,,
LAC,W3,4,17,02:50,43,0,EDGE D,,,
LAC,W3,4,17,02:44,44,0,EDGE D,,,
LAC,W3,4,17,02:38,45,0,EDGE D,,,
LAC,W3,4,17,02:00,46,0,EDGE D,,,
LAC,W3,4,17,01:18,47,0,EDGE D,,,
LAC,W3,4,17,00:39,48,0,EDGE D,,,
LAC,W4,1,2,10:52,1,1,EDGE D,,,
LAC,W4,1,2,10:12,2,0,EDGE D,,,
LAC,W4,1,2,09:34,3,1,EDGE D,,,
LAC,W4,1,2,08:49,4,1,EDGE D,,,
LAC,W4,1,2,08:09,5,0,EDGE D,,,
LAC,W4,1,2,07:23,6,0,EDGE D,,,
LAC,W4,1,2,06:49,7,1,EDGE D,,,Yes
LAC,W4,1,4,01:30,8,0,EDGE D,,,
LAC,W4,1,4,00:53,9,0,EDGE D,,,
LAC,W4,1,4,00:11,10,1,EDGE D,,,Yes
LAC,W4,2,4,15:00,11,0,EDGE D,,,
LAC,W4,2,4,14:21,12,1,EDGE D,,,Yes
LAC,W4,2,4,14:19,13,1,EDGE D,,,
LAC,W4,2,7,11:09,14,1,EDGE D,,,
LAC,W4,2,9,03:02,15,0,EDGE D,,,
LAC,W4,2,9,02:24,16,1,EDGE D,,,
LAC,W4,2,9,02:00,17,1,EDGE D,,,
LAC,W4,2,9,01:30,18,0,EDGE D,,,
LAC,W4,2,9,01:07,19,1,EDGE D,,,
LAC,W4,2,10,00:30,20,1,EDGE D,,,Yes
LAC,W4,3,12,15:00,21,0,EDGE D,,,
LAC,W4,3,12,14:30,22,0,EDGE D,,,
LAC,W4,3,12,13:57,23,1,EDGE D,,,
LAC,W4,3,12,13:43,24,1,EDGE D,,,
LAC,W4,3,12,13:09,25,0,EDGE D,,,
LAC,W4,3,12,12:29,26,1,EDGE D,,,
LAC,W4,3,14,07:42,27,1,EDGE D,,,
LAC,W4,3,14,07:02,28,0,EDGE D,,,
LAC,W4,3,14,06:24,29,1,EDGE D,,,Yes
LAC,W4,3,16,03:41,30,0,EDGE D,,,
LAC,W4,3,16,03:04,31,1,EDGE D,,,
LAC,W4,3,16,02:25,32,0,EDGE D,,,
LAC,W4,3,16,01:51,33,0,EDGE D,,,
LAC,W4,3,16,01:09,34,1,EDGE D,,,Yes
LAC,W4,3,16,01:04,35,1,EDGE D,,,
LAC,W4,4,18,12:30,36,1,EDGE D,,,
LAC,W4,4,18,11:51,37,0,EDGE D,,,
LAC,W4,4,18,11:11,38,1,EDGE D,,,Yes
LAC,W4,4,20,06:38,39,1,EDGE D,,,Yes
LAC,W4,4,20,06:11,40,1,EDGE D,,,
LAC,W4,4,20,06:07,41,1,EDGE D,,,
LAC,W4,4,20,05:40,42,0,EDGE D,,,
LAC,W4,4,20,04:58,43,1,EDGE D,TRUE,,Yes
LAC,W4,4,20,04:12,44,1,EDGE D,,,Yes
LAC,W5,1,1,15:00,1,0,EDGE D,,,
LAC,W5,1,1,14:37,2,1,EDGE D,,,
LAC,W5,1,1,13:54,3,0,EDGE D,,,
LAC,W5,1,1,13:15,4,1,EDGE D,,,
LAC,W5,1,1,12:31,5,1,EDGE D,,,
LAC,W5,1,3,10:20,6,0,EDGE D,,,
LAC,W5,1,3,09:40,7,0,EDGE D,,,
LAC,W5,1,3,08:57,8,1,EDGE D,,,
LAC,W5,1,5,06:54,9,1,EDGE D,TRUE,,Yes
LAC,W5,1,5,06:17,10,0,EDGE D,,,
LAC,W5,1,5,05:40,11,0,EDGE D,,,
LAC,W5,1,5,04:58,12,0,EDGE D,,,
LAC,W5,1,5,04:14,13,1,EDGE D,,,Yes
LAC,W5,1,5,04:06,14,0,EDGE D,,,
LAC,W5,1,5,03:26,15,0,EDGE D,,,
LAC,W5,1,5,02:45,16,1,EDGE D,,,
LAC,W5,1,5,01:41,17,1,EDGE D,,,
LAC,W5,1,5,01:37,18,1,EDGE D,,,
LAC,W5,1,5,01:34,19,0,EDGE D,,,
LAC,W5,1,7,00:38,20,0,EDGE D,,,
LAC,W5,2,7,15:00,21,0,EDGE D,,,
LAC,W5,2,9,13:26,22,1,EDGE D,TRUE,,
LAC,W5,2,11,07:45,23,1,EDGE D,,,
LAC,W5,2,11,07:05,24,0,EDGE D,,,
LAC,W5,2,11,06:22,25,1,EDGE D,,,
LAC,W5,2,11,06:11,26,0,EDGE D,,,
LAC,W5,2,11,05:32,27,1,EDGE D,,,
LAC,W5,2,11,04:46,28,0,EDGE D,,,
LAC,W5,2,11,04:04,29,0,EDGE D,,,
LAC,W5,2,11,03:24,30,1,EDGE D,,,
LAC,W5,2,11,02:40,31,0,EDGE D,,,
LAC,W5,2,13,01:51,32,0,EDGE D,,,
LAC,W5,2,13,01:11,33,0,EDGE D,,,
LAC,W5,2,13,01:04,34,1,EDGE D,,,
LAC,W5,3,16,11:53,35,1,EDGE D,,,
LAC,W5,3,16,11:10,36,0,EDGE D,,,
LAC,W5,3,16,10:32,37,0,EDGE D,,,
LAC,W5,3,16,09:36,38,1,EDGE D,,,
LAC,W5,3,16,08:51,39,1,EDGE D,,,
LAC,W5,3,16,08:08,40,0,EDGE D,,,
LAC,W5,3,16,07:24,41,1,EDGE D,,,
LAC,W5,3,18,06:01,42,0,EDGE D,,,
LAC,W5,3,18,05:15,43,0,EDGE D,,,
LAC,W5,3,18,04:33,44,1,EDGE D,,,
LAC,W5,3,18,04:29,45,1,EDGE D,,,
LAC,W5,3,18,03:44,46,1,EDGE D,,,
LAC,W5,3,18,03:02,47,0,EDGE D,,,
LAC,W5,3,18,02:19,48,0,EDGE D,,,
LAC,W5,3,18,01:35,49,0,EDGE D,,,
LAC,W5,3,18,00:53,50,0,EDGE D,,,
LAC,W5,3,18,00:13,51,1,EDGE D,,,
LAC,W5,4,18,15:00,52,0,EDGE D,,,
LAC,W5,4,18,14:22,53,1,EDGE D,,,
LAC,W5,4,20,14:05,54,0,EDGE D,,,
LAC,W5,4,22,12:50,55,0,EDGE D,,,
LAC,W6,1,2,12:54,1,1,EDGE D,,,
LAC,W6,1,2,12:15,2,1,EDGE D,,,
LAC,W6,1,2,11:47,3,1,EDGE D,,,
LAC,W6,1,2,11:13,4,0,EDGE D,,,
LAC,W6,1,2,10:34,5,1,EDGE D,,,
LAC,W6,1,4,06:21,6,0,EDGE D,,,
LAC,W6,1,4,05:46,7,0,EDGE D,,,
LAC,W6,1,4,04:57,8,1,EDGE D,TRUE,,
LAC,W6,1,6,01:47,9,0,EDGE D,,,
LAC,W6,1,6,01:13,10,1,EDGE D,,,
LAC,W6,1,6,00:32,11,1,EDGE D,,,
LAC,W6,2,6,15:00,12,1,EDGE D,TRUE,,
LAC,W6,2,6,14:54,13,1,EDGE D,,,
LAC,W6,2,6,14:14,14,0,EDGE D,,,
LAC,W6,2,6,13:30,15,1,EDGE D,,,
LAC,W6,2,6,11:55,16,1,EDGE D,,,
LAC,W6,2,6,11:50,17,1,EDGE D,,,
LAC,W6,2,8,09:31,18,0,EDGE D,,,
LAC,W6,2,8,08:08,19,0,EDGE D,,,
LAC,W6,2,10,02:23,20,1,EDGE D,,,
LAC,W6,2,10,02:18,21,1,EDGE D,,,
LAC,W6,2,10,02:00,22,1,EDGE D,,,Yes
LAC,W6,2,10,01:35,23,1,EDGE D,,,
LAC,W6,2,10,01:30,24,1,EDGE D,,,Yes
LAC,W6,2,10,01:22,25,1,EDGE D,,,
LAC,W6,2,10,01:15,26,1,EDGE D,,,
LAC,W6,3,12,14:29,27,1,EDGE D,,,
LAC,W6,3,12,14:23,28,1,EDGE D,,,Yes
LAC,W6,3,12,13:43,29,0,EDGE D,,,
LAC,W6,3,12,13:13,30,0,EDGE D,,,
LAC,W6,3,12,12:52,31,0,EDGE D,,,
LAC,W6,3,12,11:54,32,1,EDGE D,,,
LAC,W6,3,12,11:20,33,1,EDGE D,,,
LAC,W6,3,12,11:00,34,0,EDGE D,,,
LAC,W6,3,12,10:17,35,1,EDGE D,TRUE,Yes,Yes
